INCIDENT NUMBER,INCIDENT REGION,RESPONSE TYPE,INCIDENT START DATE,INCIDENT START TIME,SUBJECT NUMBER,SUBJECT GENDER,SUBJECT AGE,SUBJECT STATE,SUBJECT COUNTRY,ACTIVITY,SITUATION,LOCATION FOUND LATITUDE,LOCATION FOUND LONGITUDE,LOCATION FOUND ELEVATION,FOUND IN SEARCH AREA,TECHNIQUE,NUMBER OF RANGERS INVOLVED,OTHER AGENCY INVOLVEMENT,LAST KNOWN POINT LAND CLASS,LAST KNOWN POINT STATE LAND NAME,LAST KNOWN POINT COUNTY,LAST KNOWN POINT MUNICIPALITY,INCIDENT ADIRONDACK PARK,INCIDENT CATSKILL PARK,INCIDENT CLOSED DATE,INCIDENT CLOSED TIME,Location
NY-2019-WS-010,1,Search,01/10/2019,06:00 PM,1,M,58,NY,US,Hunting,Lost,41.03931,-71.99287,146,false,Vehicle/boat evacuation,2,true,County Land,Hither Hills State Park,SUFFOLK,EAST HAMPTON,false,false,01/10/2019,06:35 PM,POINT (-71.99287 41.03931)
NY-2018-WS-278,3,Search,09/22/2018,02:25 AM,2,F,14,NY,US,Hiking,Missing,41.38078,-74.62243,1290,true,Assist/own power,6,true,State Forests,Huckleberry Ridge State Forest,ORANGE,GREENVILLE,false,false,09/22/2018,10:00 AM,POINT (-74.62243 41.38078)
NY-2019-WS-004,1,Search,01/06/2019,02:39 PM,2,M,61,NY,US,Hunting,Lost,40.89053,-72.74344,150,true,Assist/own power,1,true,Other DEC Land,Otis Pike Preserve,SUFFOLK,BROOKHAVEN,false,false,01/06/2019,04:15 PM,POINT (-72.74344 40.89053)
NY-2018-WS-271,3,Search,09/16/2018,09:00 PM,4,F,25,NY,US,Hiking,Lost,41.50107,-73.91801,1474,true,Assist/own power,2,false,OPRHP State Land,Hudson Highlands State Park,DUTCHESS,BEACON,false,false,09/17/2018,02:46 AM,POINT (-73.91801 41.50107)
NY-2018-WS-194,9,Search,08/04/2018,09:00 PM,2,F,33,NY,US,Hiking,Lost,42.44393,-78.861,1343,true,Assist/own power,2,true,Other DEC Land,Zoar Valley,ERIE,COLLINS,false,false,08/04/2018,10:15 PM,POINT (-78.861 42.44393)
NY-2022-WS-110,7,Search,06/06/2022,11:33 AM,1,M,40,NY,US,Despondent,Missing,42.75606,-75.60168,1524,true,Carry out by foot,3,true,State Forests,Earlvlle State Forest,MADISON,LEBANON,false,false,06/06/2022,09:05 PM,POINT (-75.60168 42.75606)
NY-2013-WS-118,5,Search,07/27/2013,04:30 PM,1,M,51,CT,US,Hiking,Lost,43.80564,-73.66652,1330,false,Assist/own power,3,true,Forest Preserve,Pharaoh Lake Wilderness,ESSEX,SCHROON,true,false,07/27/2013,09:00 PM,POINT (-73.66652 43.80564)
NY-2020-WS-145,5,Rescue,06/25/2020,02:10 PM,1,M,36,NY,US,Hiking,Illness,44.15324,-73.95349,2414,false,Assist/own power,2,true,Forest Preserve,High Peaks,ESSEX,NORTH ELBA,true,false,06/25/2020,03:15 PM,POINT (-73.95349 44.15324)
NY-2020-WS-242,5,Rescue,08/02/2020,06:15 PM,1,M,27,NY,US,Hiking,Stranded,44.10889,-73.9621,3260,true,Assist/own power,1,true,Forest Preserve,High Peaks Wilderness,ESSEX,KEENE,true,false,08/03/2020,02:02 PM,POINT (-73.9621 44.10889)
NY-2021-WS-075,4,Search,05/01/2021,02:00 AM,1,M,36,NY,US,Despondent,Missing,42.19338,-74.06425,1837,true,Carry out by foot; Dive Team; Technical Rope,8,true,Forest Preserve,Kaaterskill Wild Forest,GREENE,HUNTER,false,true,05/01/2021,07:30 PM,POINT (-74.06425 42.19338)
NY-2019-WS-063,5,Rescue,04/23/2019,04:09 PM,3,M,17,NY,US,Hiking,Missing,44.12681,-73.95992,4691,true,Aircraft evacuation; Assist/own power,4,true,Forest Preserve,High Peaks Wilderness,ESSEX,NORTH ELBA,true,false,04/23/2019,11:38 PM,POINT (-73.95992 44.12681)
NY-2021-WS-192,3,Rescue,07/23/2021,02:47 PM,1,F,50,FL,US,Hiking,Injured,42.03442,-74.39356,2500,true,Vehicle/boat evacuation,3,true,Forest Preserve,Slide Wilderness,ULSTER,SHANDAKEN,false,true,07/23/2021,06:30 PM,POINT (-74.39356 42.03442)
NY-2016-WS-141,5,Rescue,06/29/2016,11:57 AM,1,M,54,MN,US,Hiking,Injured,43.50756,-73.60445,1235,true,Assist/own power,3,true,Forest Preserve,Lake George Wild Forest,WASHINGTON,FORT ANN,true,false,06/29/2016,01:34 PM,POINT (-73.60445 43.50756)
NY-2020-WS-005,5,Search,01/13/2020,08:19 AM,1,M,38,NY,US,Hiking,Overdue,44.31263,-73.93748,1700,true,Assist/own power,9,true,Forest Preserve,McKenzie Mtn. Wilderness,ESSEX,NORTH ELBA,true,false,01/13/2020,11:30 AM,POINT (-73.93748 44.31263)
NY-2015-WS-262,4,Search,09/13/2015,02:50 PM,1,F,57,NY,US,Hiking,Lost,42.19276,-74.04392,2279,true,,1,false,DEC Campground,North South Lake Campground,GREENE,HUNTER,false,true,09/13/2015,06:00 PM,POINT (-74.04392 42.19276)
NY-2017-WS-213,6,Recovery,08/11/2017,06:10 PM,1,M,51,TX,US,Camping,Injured,44.11517,-74.89103,1490,true,Vehicle/boat evacuation,4,true,Forest Preserve,Cranberry Lake Wild Forest,ST LAWRENCE,CLIFTON,true,false,08/11/2017,09:00 PM,POINT (-74.89103 44.11517)
NY-2015-WS-322,5,Rescue,11/01/2015,05:19 PM,5,F,34,NY,US,Hiking,Stranded,43.35501,-73.42323,1840,false,Assist/own power,1,false,Forest Preserve,Lake George Wild Forest,WARREN,BOLTON,true,false,11/01/2015,09:00 PM,POINT (-73.42323 43.35501)
NY-2020-WS-032,5,Search,02/26/2020,09:44 PM,2,M,65,NY,US,Snowmobile,Overdue,44.71893,-73.7244,1351,false,Assist/own power,2,false,Forest Preserve,Lyon Mountain Wild Forest,CLINTON,DANNEMORA,true,false,02/27/2020,01:00 AM,POINT (-73.7244 44.71893)
NY-2017-WS-215,3,Search,08/13/2017,09:38 PM,1,M,78,NY,US,Hiking,Overdue,42.09328,-74.50749,2300,true,Carry out by foot,3,true,Forest Preserve,Big Indian Wilderness,ULSTER,HARDENBURGH,false,true,08/14/2017,04:30 AM,POINT (-74.50749 42.09328)
NY-2012-WS-105,5,Search,06/28/2012,10:52 AM,1,M,24,NY,US,Criminal,Missing,44.28477,-73.99031,1500,true,Assist/own power,4,true,Private Land,N/A,ESSEX,NORTH ELBA,true,false,06/28/2012,12:00 PM,POINT (-73.99031 44.28477)
NY-2018-WS-266,4,Search,09/15/2018,09:00 PM,2,M,27,NY,US,Hiking,Lost,42.19318,-74.04034,2352,true,Assist/own power,1,false,DEC Campground,North South Lake Campground,GREENE,HUNTER,false,true,09/16/2018,12:30 AM,POINT (-74.04034 42.19318)
NY-2022-WS-326,5,Search,11/05/2022,06:16 PM,1,F,41,NY,US,Hiking,Stranded,43.57762,-73.62404,340,true,Assist/own power; Vehicle/boat evacuation,2,true,Forest Preserve,Lake George Wild Forest,WARREN,BOLTON,true,false,11/05/2022,10:15 PM,POINT (-73.62404 43.57762)
NY-2013-WS-267,5,Search,11/16/2013,12:42 PM,1,M,70,NY,US,Hunting,Lost,43.78316,-73.74037,1166,true,Assist/own power,6,true,Forest Preserve,Pharaoh Lake Wilderness Area,WARREN,HORICON,true,false,11/16/2013,06:00 PM,POINT (-73.74037 43.78316)
NY-2018-WS-296,5,Search,10/11/2018,09:09 PM,2,M,24,NY,US,Hiking,Lost,44.16061,-73.7969,2098,false,Assist/own power,2,false,Forest Preserve,High Peaks,ESSEX,KEENE,true,false,10/12/2018,12:45 PM,POINT (-73.7969 44.16061)
NY-2015-WS-238,5,Rescue,08/27/2015,04:50 PM,1,F,39,QC,CA,Hiking,Illness,44.14553,-73.98667,4880,true,Aircraft evacuation,2,true,Forest Preserve,Eastern High Peaks Wilderness,ESSEX,NORTH ELBA,true,false,08/27/2015,07:00 PM,POINT (-73.98667 44.14553)
NY-2019-WS-167,5,Rescue,07/18/2019,02:40 PM,1,M,72,NY,US,Hiking,Injured,44.10314,-73.97504,3900,true,Assist/own power,2,true,Forest Preserve,High Peaks Wilderness,ESSEX,NEWCOMB,true,false,07/18/2019,11:00 PM,POINT (-73.97504 44.10314)
NY-2013-WS-224,6,Search,09/27/2013,05:26 PM,1,F,55,NY,US,Hiking,Overdue,43.80604,-74.83609,1750,true,Assist/own power,3,true,Forest Preserve,Pigeon Lake Wilderness,HERKIMER,WEBB,true,false,09/27/2013,09:30 PM,POINT (-74.83609 43.80604)
NY-2019-WS-034,4,Rescue,03/07/2019,11:42 AM,2,M,24,PA,US,Hiking,Stranded,42.19353,-74.06402,1860,true,Assist/own power; Technical Rope,4,false,Forest Preserve,Kaaterskill Wild Forest,GREENE,HUNTER,false,true,03/07/2019,04:00 PM,POINT (-74.06402 42.19353)
NY-2012-WS-259,3,Search,11/30/2012,03:15 PM,1,M,61,NY,US,Hiking,Overdue,42.11768,-74.06108,760,true,Assist/own power,2,true,Forest Preserve,Indian Head Wilderness Area,ULSTER,SHANDAKEN,false,true,11/30/2012,06:00 PM,POINT (-74.06108 42.11768)
NY-2018-WS-183,3,Recovery,07/29/2018,11:46 AM,1,M,55,NY,US,Despondent,Missing,42.03391,-73.90877,122,false,Vehicle/boat evacuation,3,true,Wildlife Management Area,Tivoli Bays WMA,DUTCHESS,RED HOOK,false,false,07/29/2018,04:15 PM,POINT (-73.90877 42.03391)
NY-2015-WS-051,5,Search,04/13/2015,12:20 PM,1,M,30,QC,CA,Hiking,Overdue,44.15347,-74.08117,1290,false,Assist/own power,8,false,Forest Preserve,Giant Mountain Wilderness,ESSEX,KEENE,true,false,04/13/2015,02:07 PM,POINT (-74.08117 44.15347)
NY-2012-WS-026,5,Search,02/25/2012,07:30 PM,1,M,62,NY,US,Skiing,Overdue,44.19146,-73.93485,2072,true,Vehicle/boat evacuation,7,true,Forest Preserve,E. High Peaks Wilderness,ESSEX,NORTH ELBA,true,false,02/25/2012,10:30 PM,POINT (-73.93485 44.19146)
NY-2018-WS-077,9,Search,05/28/2018,09:30 PM,2,M,24,NY,US,Hiking,Overdue,42.42283,-78.89148,1100,true,Carry out by foot,2,true,State Forests,Zoar valley Unique Area,CATTARAUGUS,OTTO,false,false,05/29/2018,01:00 AM,POINT (-78.89148 42.42283)
NY-2022-WS-123,5,Search,06/21/2022,02:45 PM,1,M,25,NY,US,Despondent,Missing,43.43756,-73.73432,924,true,Assist/own power,5,true,DEC Campground,Lake George Battleground Campground,WARREN,LAKE GEORGE,true,false,06/21/2022,05:30 PM,POINT (-73.73432 43.43756)
NY-2014-WS-076,8,Rescue,05/31/2014,10:15 PM,4,F,6,NY,US,Hiking,Stranded,42.72238,-77.60563,900,true,Vehicle/boat evacuation,3,true,State Forests,Hemlock Canadice SF,ONTARIO,CANADICE,false,false,05/31/2014,11:59 PM,POINT (-77.60563 42.72238)
NY-2020-WS-433,5,Search,10/25/2020,06:23 PM,1,M,32,NY,US,Hunting,Lost,44.19492,-74.3084,1670,true,Assist/own power,8,true,Forest Preserve,Western High Peaks Wilderness,FRANKLIN,HARRIETSTOWN,true,false,10/26/2020,09:15 AM,POINT (-74.3084 44.19492)
NY-2018-WS-093,4,Rescue,06/08/2018,01:30 PM,2,F,0,NY,US,Hiking,Illness,42.16447,-74.28768,1500,true,Assist/own power,3,false,Forest Preserve,Hunter-West Kill Wilderness Area,GREENE,LEXINGTON,false,true,06/08/2018,05:00 PM,POINT (-74.28768 42.16447)
NY-2022-WS-338,6,Rescue,11/19/2022,11:00 AM,1,M,58,NY,US,Hunting,Illness,44.09453,-75.30828,1123,true,Vehicle/boat evacuation,4,true,Forest Preserve,Private Camps Area,LEWIS,DIANA,false,false,11/20/2022,02:45 PM,POINT (-75.30828 44.09453)
NY-2013-WS-213,5,Search,09/19/2013,01:50 AM,1,M,45,NY,US,Fishing,Overdue,44.643,-74.20234,1464,true,Carry out by foot,5,true,Forest Preserve,Debar WIl;d Forest,FRANKLIN,DUANE,true,false,09/19/2013,10:00 PM,POINT (-74.20234 44.643)
NY-2020-WS-119,5,Rescue,06/07/2020,01:12 AM,4,F,20,NY,US,Hiking,Lost,44.07831,-73.78065,4401,true,Assist/own power; Vehicle/boat evacuation,4,true,Forest Preserve,Dix Mountain Wilderness,ESSEX,NORTH HUDSON,true,false,06/07/2020,03:25 PM,POINT (-73.78065 44.07831)
NY-2012-WS-130,5,Rescue,07/17/2012,05:00 PM,44,M,,NY,US,Boating,Stranded,44.25393,-74.24718,1539,false,Vehicle/boat evacuation,2,true,Forest Preserve,Saranac Lake Wild Forest,FRANKLIN,HARRIETSTOWN,true,false,07/17/2012,11:00 PM,POINT (-74.24718 44.25393)
NY-2012-WS-158,5,Search,08/24/2012,07:49 PM,4,F,14,NY,US,Hiking,Injured,43.71994,-74.86646,1796,true,Assist/own power; Carry out by foot,2,true,Forest Preserve,Moose River Plains,HAMILTON,INLET,true,false,08/25/2012,12:30 AM,POINT (-74.86646 43.71994)
NY-2020-WS-142,1,Rescue,06/23/2020,11:23 AM,1,M,74,NY,US,Biking,Injured,40.91494,-72.93977,70,true,Assist/own power,1,true,State Forests,Rocky Point State Forest,SUFFOLK,BROOKHAVEN,false,false,06/23/2020,11:40 AM,POINT (-72.93977 40.91494)
NY-2013-WS-212,4,Search,09/17/2013,03:10 PM,1,F,58,TX,US,Hiking,Lost,42.13165,-74.10522,2137,true,Assist/own power,2,true,Forest Preserve,Indian Head Wilderness,GREENE,HUNTER,false,true,09/17/2013,04:45 PM,POINT (-74.10522 42.13165)
NY-2016-WS-213,5,Rescue,08/07/2016,10:15 AM,1,M,50,NY,US,Hiking,Illness,44.11725,-73.98658,2752,false,Aircraft evacuation,2,true,Forest Preserve,Eastern High Peaks,ESSEX,NEWCOMB,true,false,08/07/2016,02:00 PM,POINT (-73.98658 44.11725)
NY-2014-WS-221,5,Search,09/17/2014,03:25 PM,1,F,54,NY,US,Hiking,Lost,43.50561,-73.60855,1053,true,Assist/own power,1,true,Forest Preserve,Lake George Wild Forest,WASHINGTON,FORT ANN,true,false,09/17/2014,05:30 PM,POINT (-73.60855 43.50561)
NY-2021-WS-034,5,Search,03/20/2021,07:26 PM,3,F,20,NY,US,Hiking,Lost,43.50759,-73.61843,550,true,Assist/own power,3,true,Forest Preserve,Lake George Wild Forest,WASHINGTON,FORT ANN,true,false,03/20/2021,10:15 PM,POINT (-73.61843 43.50759)
NY-2020-WS-406,5,Rescue,10/11/2020,04:37 PM,2,M,,NY,US,Hiking,Stranded,44.26444,-73.70842,3170,true,Assist/own power,2,true,Forest Preserve,Hurricane Mountain Wilderness,ESSEX,JAY,true,false,10/11/2020,08:05 PM,POINT (-73.70842 44.26444)
NY-2022-WS-152,5,Search,07/11/2022,09:40 PM,1,M,17,NY,US,Hiking,Stranded,43.03411,-73.66393,1064,true,Assist/own power,2,true,Forest Preserve,Hammond Pond Wild Forest,ESSEX,NORTH HUDSON,true,false,07/11/2022,10:35 PM,POINT (-73.66393 43.03411)
NY-2022-WS-228,4,Rescue,08/28/2022,12:45 PM,1,M,27,NY,US,Swimming,Injured,42.19334,-74.06388,1889,false,Assist/own power,2,true,Forest Preserve,Kaaterskill Wild Forest,GREENE,HUNTER,false,true,08/28/2022,02:30 PM,POINT (-74.06388 42.19334)
NY-2021-WS-267,5,Rescue,08/29/2021,12:00 PM,1,M,27,NJ,US,Hiking,Illness,44.14147,-73.92843,3620,true,Assist/own power,2,true,Forest Preserve,High Peaks Wilderness,ESSEX,NORTH ELBA,true,false,08/29/2021,05:00 PM,POINT (-73.92843 44.14147)
NY-2012-WS-044,3,Search,04/14/2012,02:45 PM,2,F,20,NY,US,Hiking,Lost,41.74816,-74.25133,1105,true,Assist/own power,4,true,OPRHP State Land,Minnewaska State Park,ULSTER,ROCHESTER,false,false,04/14/2012,04:45 PM,POINT (-74.25133 41.74816)
NY-2022-WS-082,5,Rescue,05/20/2022,11:30 PM,4,M,25,NY,US,Hiking,Lost,44.14212,-73.93186,3482,true,Assist/own power,2,true,Forest Preserve,High Peaks,ESSEX,KEENE,true,false,05/21/2022,07:40 AM,POINT (-73.93186 44.14212)
NY-2016-WS-245,9,Rescue,08/27/2016,08:49 PM,3,F,17,NY,US,Hiking,Lost,42.44238,-78.89732,869,true,Assist/own power,3,false,Other DEC Land,Zoar Valley,CATTARAUGUS,PERSIA,false,false,08/28/2016,12:00 AM,POINT (-78.89732 42.44238)
NY-2016-WS-224,5,Rescue,08/16/2016,01:09 PM,1,M,66,QC,CA,Hiking,Injured,44.0841,-73.48296,2009,true,Assist/own power,1,true,Conservation Easement,AMR Easement,ESSEX,KEENE,true,false,11/08/2016,09:00 PM,POINT (-73.48296 44.0841)
NY-2015-WS-023,5,Search,02/20/2015,06:32 PM,1,M,56,NY,US,Hiking,Lost,44.24793,-73.86364,3320,true,Assist/own power,6,true,Forest Preserve,Sentinel Range Wilderness,ESSEX,KEENE,true,false,02/21/2015,01:30 AM,POINT (-73.86364 44.24793)
NY-2017-WS-233,5,Rescue,08/25/2017,05:40 PM,1,M,33,PA,US,Hiking,Injured,44.13302,-73.9676,3460,true,Assist/own power,1,true,Forest Preserve,High Peaks,ESSEX,NORTH ELBA,true,false,08/25/2017,08:00 PM,POINT (-73.9676 44.13302)
NY-2016-WS-330,5,Search,11/02/2016,07:30 PM,1,F,30,NY,US,Hiking,Lost,43.59601,-73.70616,1963,true,Assist/own power,1,true,Forest Preserve,Lake George Wild Forest,WARREN,BOLTON,true,false,11/02/2016,09:30 PM,POINT (-73.70616 43.59601)
NY-2022-WS-051,5,Rescue,04/03/2022,02:30 PM,1,M,61,CT,US,Hiking,Injured,43.46717,-74.247,1321,true,Carry out by foot,1,true,Forest Preserve,Forks Mountain Primative Area,HAMILTON,WELLS,true,false,04/03/2022,05:00 PM,POINT (-74.247 43.46717)
NY-2015-WS-086,5,Rescue,05/23/2015,05:18 PM,1,F,65,PA,US,Hiking,Injured,44.1412,-73.95374,2850,true,Carry out by foot,3,true,Forest Preserve,E. High Peaks Wilderness,ESSEX,NORTH ELBA,true,false,05/23/2015,10:00 PM,POINT (-73.95374 44.1412)
NY-2014-WS-024,5,Rescue,03/16/2014,03:52 PM,1,M,12,NY,US,Snowmobile,Injured,43.2907,-74.66318,1550,true,Aircraft evacuation,2,true,Forest Preserve,Ferris Lake Wild Forest,HAMILTON,ARIETTA,true,false,03/16/2014,07:00 PM,POINT (-74.66318 43.2907)
NY-2017-WS-236,4,Search,08/26/2017,08:30 PM,7,M,1,NY,US,Hiking,Lost,42.20715,-74.03889,2287,false,Assist/own power,1,true,DEC Campground,North South Lake Campground,GREENE,HUNTER,false,true,08/26/2017,10:00 PM,POINT (-74.03889 42.20715)
NY-2013-WS-187,1,Search,08/31/2013,05:00 PM,1,M,27,NY,US,Swimming,Missing,41.08043,-71.85,0,true,Vehicle/boat evacuation,2,true,OPRHP State Land,Montauk State Park,SUFFOLK,EAST HAMPTON,false,false,09/01/2013,04:30 PM,POINT (-71.85 41.08043)
NY-2013-WS-130,5,Rescue,08/04/2013,06:43 PM,1,M,14,ON,CA,Hiking,Illness,44.12162,-73.90294,3800,false,Vehicle/boat evacuation,5,true,Forest Preserve,High Peaks Wilderness,ESSEX,KEENE,true,false,08/05/2013,01:00 AM,POINT (-73.90294 44.12162)
NY-2020-WS-041,5,Rescue,03/07/2020,03:00 PM,1,F,45,QC,CA,Hiking,Injured,44.15403,-73.98648,3900,true,Carry out by foot,7,false,Forest Preserve,High Peaks Wilderness,ESSEX,NORTH ELBA,true,false,03/07/2020,08:20 PM,POINT (-73.98648 44.15403)
NY-2022-WS-211,4,Rescue,08/14/2022,07:14 PM,1,,43,NY,US,Hiking,Stranded,42.17765,-74.23068,3993,false,Vehicle/boat evacuation,2,false,Forest Preserve,Hunter West Kill Wilderness Area,GREENE,HUNTER,false,true,08/15/2022,12:10 AM,POINT (-74.23068 42.17765)
NY-2017-WS-056,5,Search,03/19/2017,05:40 PM,2,M,,CO,US,Skiing,Lost,44.14043,-73.95109,2950,true,Assist/own power,1,true,Forest Preserve,High Peaks Wilderness,ESSEX,KEENE,true,false,03/19/2017,06:11 PM,POINT (-73.95109 44.14043)
NY-2019-WS-111,6,Search,06/12/2019,09:28 PM,1,,,NY,US,Boating,Missing,44.84437,-75.28516,246,false,Assist/own power,2,true,OPRHP State Land,St. Lawrence River,ST LAWRENCE,LISBON,false,false,06/13/2019,01:00 AM,POINT (-75.28516 44.84437)
NY-2015-WS-121,3,Search,06/15/2015,05:00 AM,5,M,,NY,US,Camping,Lost,42.04389,-74.39555,3030,true,Assist/own power,2,true,Forest Preserve,Slide Mtn Wilderness,ULSTER,SHANDAKEN,false,true,06/15/2015,12:00 PM,POINT (-74.39555 42.04389)
NY-2019-WS-293,5,Search,10/12/2019,06:22 PM,3,M,16,NY,US,Hiking,Stranded,44.36297,-73.90492,4361,true,Assist/own power,3,true,Forest Preserve,Whiteface Mountain Ski Area,ESSEX,WILMINGTON,true,false,10/12/2019,09:55 PM,POINT (-73.90492 44.36297)
NY-2012-WS-036,5,Search,03/18/2012,05:24 PM,2,M,58,NY,US,Hiking,Lost,43.60798,-73.5928,1535,true,Assist/own power,3,true,Forest Preserve,Lake George Wild Forest,WARREN,BOLTON,true,false,03/19/2012,02:00 AM,POINT (-73.5928 43.60798)
NY-2015-WS-296,6,Rescue,10/10/2015,02:12 PM,1,F,54,NY,US,Hiking,Injured,43.73854,-74.91311,2326,true,Carry out by foot,4,true,Forest Preserve,Fulton Chain Wild Forest,HERKIMER,WEBB,true,false,10/10/2015,04:45 PM,POINT (-74.91311 43.73854)
NY-2022-WS-310,5,Search,10/22/2022,11:00 AM,1,M,32,NY,US,Camping,Missing,44.2062,-74.30658,1564,true,Vehicle/boat evacuation,16,true,Forest Preserve,High Peaks Wilderness,FRANKLIN,HARRIETSTOWN,true,false,10/25/2022,08:15 PM,POINT (-74.30658 44.2062)
NY-2012-WS-130,5,Rescue,07/17/2012,05:00 PM,7,F,,NY,US,Boating,Stranded,44.25393,-74.24718,1539,false,Vehicle/boat evacuation,2,true,Forest Preserve,Saranac Lake Wild Forest,FRANKLIN,HARRIETSTOWN,true,false,07/17/2012,11:00 PM,POINT (-74.24718 44.25393)
NY-2019-WS-100,4,Rescue,06/01/2019,10:06 AM,1,M,57,NY,US,Biking,Injured,42.71665,-73.87866,316,true,Assist/own power,1,true,Other DEC Land,Albany Pine Bush,ALBANY,ALBANY,false,false,06/02/2019,12:00 PM,POINT (-73.87866 42.71665)
NY-2016-WS-037,5,Search,03/04/2016,07:00 AM,1,M,72,NY,US,Motor vehicle,Missing,44.3375,-74.64021,1673,true,Aircraft evacuation,16,true,Private Land,Tupper lake,FRANKLIN,TUPPER LAKE,true,false,03/06/2016,03:40 PM,POINT (-74.64021 44.3375)
NY-2022-WS-267,5,Rescue,09/24/2022,04:10 PM,2,F,31,QC,CA,Hiking,Illness,44.12244,-73.97334,2979,true,Assist/own power,1,true,Forest Preserve,High Peaks,ESSEX,NORTH ELBA,true,false,09/24/2022,10:30 PM,POINT (-73.97334 44.12244)
NY-2021-WS-283,5,Search,09/04/2021,03:46 PM,3,M,9,NY,US,Walking,Missing,44.29812,-74.36248,1900,false,Assist/own power,4,true,DEC Campground,Rollins Pond Campground,FRANKLIN,SANTA CLARA,true,false,09/04/2021,04:20 PM,POINT (-74.36248 44.29812)
NY-2017-WS-135,5,Rescue,06/27/2017,11:03 AM,1,M,,NY,US,Motor vehicle,Stranded,44.01344,-73.94507,2130,true,Assist/own power,3,false,Forest Preserve,Boreas Ponds Tract,ESSEX,NORTH HUDSON,true,false,06/27/2017,04:00 PM,POINT (-73.94507 44.01344)
NY-2019-WS-205,5,Rescue,08/06/2019,09:42 PM,1,F,26,NY,US,Hiking,Lost,44.21234,-73.85389,4045,true,Assist/own power,2,true,Forest Preserve,High Peaks Wilderness,ESSEX,KEENE,true,false,08/07/2019,01:30 AM,POINT (-73.85389 44.21234)
NY-2022-WS-042,5,Rescue,03/04/2022,09:30 PM,2,M,33,NY,US,Snowmobile,Stranded,43.94672,-74.45657,1630,true,Assist/own power,3,true,Private Land,N/A,HAMILTON,LONG LAKE,true,false,03/04/2022,11:53 PM,POINT (-74.45657 43.94672)
NY-2014-WS-175,9,Rescue,08/12/2014,10:35 PM,1,M,17,MO,US,Hiking,Stranded,42.2766,-79.55834,1100,true,Assist/own power; High Angle; Technical Rope,2,true,Private Land,none,CHAUTAUQUA,CHAUTAUQUA,false,false,08/13/2014,09:30 AM,POINT (-79.55834 42.2766)
NY-2016-WS-087,9,Search,05/20/2016,10:11 PM,1,F,14,NY,US,Off road vehicle/ATV,Lost,42.13472,-78.20513,1847,true,Assist/own power,2,true,Private Land,none,ALLEGANY,CLARKSVILLE,false,false,05/21/2016,12:10 AM,POINT (-78.20513 42.13472)
NY-2018-WS-037,7,Search,03/31/2018,06:30 PM,1,M,26,NY,US,Hiking,Lost,42.80051,-76.0256,1720,true,Vehicle/boat evacuation,1,false,State Forests,Morgan Hill State Forest,ONONDAGA,FABIUS,false,false,03/31/2018,07:30 PM,POINT (-76.0256 42.80051)
NY-2016-WS-319,6,Search,10/23/2016,01:03 PM,1,M,35,NY,US,Hunting,Lost,43.3622,-74.89394,1443,true,Assist/own power,6,true,Forest Preserve,Ferris Lake Wild Forest,HERKIMER,OHIO,true,false,10/23/2016,05:00 PM,POINT (-74.89394 43.3622)
NY-2022-WS-216,5,Rescue,08/20/2022,11:05 AM,1,F,71,NY,US,Hiking,Injured,44.23369,-74.20567,2934,false,Aircraft evacuation,6,true,Forest Preserve,High Peaks,FRANKLIN,HARRIETSTOWN,true,false,08/20/2022,02:15 PM,POINT (-74.20567 44.23369)
NY-2018-WS-173,6,Search,07/25/2018,05:38 PM,2,F,17,NY,US,Hiking,Lost,43.66974,-74.99782,1726,true,Assist/own power; Carry out by foot,8,true,Forest Preserve,Black River Wild Forest,HERKIMER,WEBB,true,false,07/25/2018,11:37 PM,POINT (-74.99782 43.66974)
NY-2016-WS-130,6,Search,06/21/2016,07:40 PM,2,M,16,NY,US,Hiking,Lost,44.34005,-75.32338,655,true,Assist/own power,3,true,State Forests,Wolf Lake,ST LAWRENCE,EDWARDS,false,false,06/22/2016,01:30 AM,POINT (-75.32338 44.34005)
NY-2022-WS-245,5,Search,09/07/2022,08:12 PM,2,F,27,NY,US,Hiking,Lost,44.18979,-73.80431,1200,false,Assist/own power,1,false,Forest Preserve,High Peaks Wilderness,ESSEX,KEENE,true,false,09/07/2022,11:00 PM,POINT (-73.80431 44.18979)
NY-2017-WS-113,6,Rescue,06/09/2017,02:30 PM,2,M,28,NY,US,Boating,Stranded,43.55407,-75.05349,1785,true,Assist/own power; Vehicle/boat evacuation,2,true,Forest Preserve,Black River Wild Forest,HERKIMER,OHIO,true,false,06/09/2017,07:15 PM,POINT (-75.05349 43.55407)
NY-2020-WS-313,5,Rescue,08/30/2020,02:35 PM,2,M,22,NY,US,Hiking,Lost,44.19427,-73.95975,2118,false,Assist/own power,2,true,Private Land,N/A,ESSEX,NORTH ELBA,true,false,08/30/2020,04:00 PM,POINT (-73.95975 44.19427)
NY-2012-WS-015,4,Search,02/07/2012,08:11 AM,1,F,28,NY,US,Runaway,Missing,42.75057,-73.3429,732,true,,6,true,State Forests,Taconic Ridge State Forest,RENSSELAER,PETERSBURG,false,false,02/08/2012,03:30 PM,POINT (-73.3429 42.75057)
NY-2012-WS-258,2,Rescue,10/29/2012,09:47 PM,1,F,,NY,US,Flood Victim,Stranded,40.57678,-74.00043,20,false,,3,true,Private Land,na,KINGS,BROOKLYN,false,false,10/30/2012,07:30 AM,POINT (-74.00043 40.57678)
